"Товар 1С";"Артикул";"Цена 1С (руб)";"Маркетплейс";"Название на маркетплейсе";"Цена конкурента (руб)";"Разница (руб)";"Разница (%)";"Совпадение (%)";"Ссылка"
"SP-204NY-O Отверстие для размещения M6 HEL в литом корпусе  - Использование с SP-INSERT";"SP-204NY_SP-204NY-O";"600.0";"Avito";"Для Vertu Constellation V - разъем наушников в Москве";"465.0";"-135.0";"-22.5";"54.0";"https://www.avito.ru/moskva/telefony/dlya_vertu_constellation_v_-_razem_naushnikov_7201689645"
"Антидождь для визора мотошлема IPONE VISOR RAINOFF 100 мл";"_Антидождь_";"800.0";"Avito";"Для Vertu Constellation V - модуль под ремонт в Москве";"465.0";"-335.0";"-41.9";"55.0";"https://www.avito.ru/moskva/telefony/dlya_vertu_constellation_v_-_modul_pod_remont_7202022631"
"Антидождь для визора мотошлема IPONE VISOR RAINOFF 100 мл";"_Антидождь_";"800.0";"Avito";"Для Vertu Constellation V - разъем наушников в Москве";"465.0";"-335.0";"-41.9";"55.0";"https://www.avito.ru/moskva/telefony/dlya_vertu_constellation_v_-_razem_naushnikov_7201689645"
"Антидождь для визора мотошлема IPONE VISOR RAINOFF 100 мл";"_Антидождь_";"800.0";"Avito";"Для Vertu Constellation V - рамка дисплея в Москве";"744.0";"-56.0";"-7.0";"54.0";"https://www.avito.ru/moskva/telefony/dlya_vertu_constellation_v_-_ramka_displeya_7201271097"
"Антифог Shogen 100 мл";"_Антифог_Sh";"350.0";"Не найдено";"";"";"";"";"";""
"Антифог STARKS Anti-fogging 100 мл";"_Антифог_ST";"350.0";"Не найдено";"";"";"";"";"";""
"Баф Hyperlook Anarhy-D";"_Баф_Hyperl";"800.0";"Не найдено";"";"";"";"";"";""
"Баф Hyperlook Anarhy-F";"_Баф_Hyperl";"800.0";"Не найдено";"";"";"";"";"";""
"Баф Hyperlook Anarhy-G";"_Баф_Hyperl";"800.0";"Не найдено";"";"";"";"";"";""
"Мото баф Hyperlook Secretive - отображает последние тенденции в области моды мотоэкиперовки. Мото баф Secretive созданный нашей компанией подойдет как для мотопрогулок на винтажном мотоцикле, так и брутальном чоппере. Материал из которого сделан баф, обеспечивает изоляцию лица от пыли, грязи и других негативных факторов дороги, не мешая при этом дыхательным процессам. В мотобафе Hyperlook Secretive Вы всегда будете выглядеть не только стильно, но и чувствовать себя комфортно, т.к баф благодаря искусственному шелку практически не чувствуется на лице.";"_Мото_баф_H";"570.0";"Не найдено";"";"";"";"";"";""
"Бачок тормозной задний Bajaj для Dominar 400";"_Бачок_торм";"350.0";"Не найдено";"";"";"";"";"";""
"Болт H160-12C-31C";"H160-12C_Болт_H160-";"500.0";"Не найдено";"";"";"";"";"";""
"Болт H160-12C-35C";"H160-12C_Болт_H160-";"450.0";"Не найдено";"";"";"";"";"";""
"Брелок Honda крыло, цвет Белый";"_Брелок_Hon";"300.0";"Не найдено";"";"";"";"";"";""
"Брелок Valentino";"_Брелок_Val";"300.0";"Не найдено";"";"";"";"";"";""
"Брелок Муравей";"_Брелок_Мур";"300.0";"Не найдено";"";"";"";"";"";""
"Брелок текстильный BESTMOTO";"_Брелок_тек";"200.0";"Не найдено";"";"";"";"";"";""
"Брелок текстильный Suzuki";"_Брелок_тек";"200.0";"Не найдено";"";"";"";"";"";""
"Варежки-митенки Sowcat";"_Варежки-ми";"890.0";"Avito";"Заклёпки. Хольнитены USA style в Москве";"10.0";"-880.0";"-98.9";"55.0";"https://www.avito.ru/moskva/odezhda_obuv_aksessuary/zaklepki._holniteny_usa_style_7542076103"
"Вольтметр и USB-порт";"_Вольтметр_";"700.0";"Не найдено";"";"";"";"";"";""
"Втулка крепления обтекателя (маски) фары головного света для Bajaj Dominar 400";"_Втулка_кре";"150.0";"Avito";"Заклёпка для крепления Renault в Москве";"100.0";"-50.0";"-33.3";"59.0";"https://www.avito.ru/moskva/zapchasti_i_aksessuary/zaklepka_dlya_krepleniya_renault_7550962043"
"Втулка крепления обтекателя (маски) фары головного света для Bajaj Dominar 400";"_Втулка_кре";"150.0";"Avito";"Корпус для сотового телефона siemens m35 в Москве";"750.0";"600.0";"400.0";"54.0";"https://www.avito.ru/moskva/telefony/korpus_dlya_sotovogo_telefona_siemens_m35_3435385121"
"Выключатель нейтрали Bajaj";"_Выключател";"400.0";"Не найдено";"";"";"";"";"";""
"Герметик системы охлаждения 0,125л LIQUI MOLY Motorbike Kuhler Dichter 3043 используется для герметизации мелких повреждений и трещин радиатора системы охлаждения, добавляется в антифриз при его утечке для препятствия перегрева и выхода из строя двигателя автомобиля. Герметик представляет собой дисперсию частиц пластика и предполимеров в растворе моноэтиленгликоля. Состав затвердевает при перепадах давления и при доступе свободного кислорода - в местах повреждений образуется герметизирующий """"грибок"""".";"_Герметик_с";"800.0";"Не найдено";"";"";"";"";"";""
"Гермочехол Finntrail Smartpack";"_Гермочехол";"999.0";"Не найдено";"";"";"";"";"";""
"Грипсы Винтаж";"_Грипсы_Вин";"850.0";"Не найдено";"";"";"";"";"";""
"Универсальные грипсы отличаются исключительной мягкостью и высоким качеством материалов";"_Универсаль";"500.0";"Не найдено";"";"";"";"";"";""
"Грузики G-008";"G-008_Грузики_G-";"800.0";"Не найдено";"";"";"";"";"";""
"Dominar 400";"_Dominar_40";"600.0";"Не найдено";"";"";"";"";"";""
"Демпферные резинки заднего колеса Bajaj DK151094";"DK151094_Демпферные";"700.0";"Не найдено";"";"";"";"";"";""
"Заглушка пластиковая для глушителя";"_Заглушка_п";"450.0";"Avito";"Заклепка распорная в Уфе";"39.0";"-411.0";"-91.3";"60.0";"https://www.avito.ru/ufa/zapchasti_i_aksessuary/zaklepka_raspornaya_3947772513"
"Заглушка пластиковая для глушителя";"_Заглушка_п";"450.0";"Avito";"Заклепка металлическая в Магнитогорске";"74.0";"-376.0";"-83.6";"57.0";"https://www.avito.ru/magnitogorsk/zapchasti_i_aksessuary/zaklepka_metallicheskaya_3795700792"
"Заглушка пластиковая для глушителя";"_Заглушка_п";"450.0";"Avito";"Заклепка распорная в Оренбурге";"39.0";"-411.0";"-91.3";"57.0";"https://www.avito.ru/orenburg/zapchasti_i_aksessuary/zaklepka_raspornaya_3844007687"
"Заглушка пластиковая для глушителя";"_Заглушка_п";"450.0";"Avito";"Заклепка распорная в Орске";"39.0";"-411.0";"-91.3";"57.0";"https://www.avito.ru/orsk/zapchasti_i_aksessuary/zaklepka_raspornaya_3745020161"
"Заглушка пластиковая для глушителя";"_Заглушка_п";"450.0";"Avito";"Заклепка металлическая в Челябинске";"74.0";"-376.0";"-83.6";"57.0";"https://www.avito.ru/chelyabinsk/zapchasti_i_aksessuary/zaklepka_metallicheskaya_3718668117"
"Заглушка пластиковая для глушителя";"_Заглушка_п";"450.0";"Avito";"Заклепка, распорная в Москве";"40.0";"-410.0";"-91.1";"57.0";"https://www.avito.ru/moskva/zapchasti_i_aksessuary/zaklepka_raspornaya_4639705211"
"Заглушка пластиковая для глушителя";"_Заглушка_п";"450.0";"Avito";"Заклепка полупустотелые в Мурино";"50.0";"-400.0";"-88.9";"56.0";"https://www.avito.ru/murino/remont_i_stroitelstvo/zaklepka_polupustotelye_7349324224"
"Заглушка пластиковая для глушителя";"_Заглушка_п";"450.0";"Avito";"Заклепка металлическая в Перми";"74.0";"-376.0";"-83.6";"55.0";"https://www.avito.ru/perm/zapchasti_i_aksessuary/zaklepka_metallicheskaya_3780253349"
"Заглушка пластиковая для глушителя";"_Заглушка_п";"450.0";"Avito";"Заклепка металлическая в Омске";"74.0";"-376.0";"-83.6";"55.0";"https://www.avito.ru/omsk/zapchasti_i_aksessuary/zaklepka_metallicheskaya_3696799477"
"Заглушка пластиковая для глушителя";"_Заглушка_п";"450.0";"Avito";"Заклёпка для крепления Renault в Москве";"100.0";"-350.0";"-77.8";"55.0";"https://www.avito.ru/moskva/zapchasti_i_aksessuary/zaklepka_dlya_krepleniya_renault_7550962043"
"Заглушка пластиковая для глушителя";"_Заглушка_п";"450.0";"Avito";"Замок для электрощита в Перми";"150.0";"-300.0";"-66.7";"55.0";"https://www.avito.ru/perm/remont_i_stroitelstvo/zamok_dlya_elektroschita_4098284209"
"Заглушка пластиковая для глушителя";"_Заглушка_п";"450.0";"Avito";"Заклепка металлическая в Волгограде";"74.0";"-376.0";"-83.6";"55.0";"https://www.avito.ru/volgograd/zapchasti_i_aksessuary/zaklepka_metallicheskaya_3008525787"
"Заглушка пластиковая для глушителя";"_Заглушка_п";"450.0";"Avito";"Заклепки алюминиевые в Истре";"30.0";"-420.0";"-93.3";"54.0";"https://www.avito.ru/istra/zapchasti_i_aksessuary/zaklepki_alyuminievye_2682149465"
"Заготовка под ключ Honda 1 желоб";"_Заготовка_";"350.0";"Avito";"Ключ Siemens m65 в Москве";"990.0";"590.0";"147.5";"55.0";"https://www.avito.ru/moskva/telefony/klyuch_siemens_m65_7423546706"
"Заготовка под ключ Honda 1 желоб";"_Заготовка_";"350.0";"Avito";"Заклёпка для крепления Renault в Москве";"100.0";"-250.0";"-71.4";"54.0";"https://www.avito.ru/moskva/zapchasti_i_aksessuary/zaklepka_dlya_krepleniya_renault_7550962043"
"Заготовка под ключ Honda 1 желоб";"_Заготовка_";"350.0";"Avito";"Замок hama для продукции apple в Волгограде";"1500.0";"1150.0";"328.6";"54.0";"https://www.avito.ru/volgograd/telefony/zamok_hama_dlya_produktsii_apple_7579824622"
"Заготовка под ключ Honda 1 желоб";"_Заготовка_";"350.0";"Avito";"Заклёпка для крепления Renault в Москве";"100.0";"-250.0";"-71.4";"54.0";"https://www.avito.ru/moskva/zapchasti_i_aksessuary/zaklepka_dlya_krepleniya_renault_7550962043"
"Заготовка под ключ Honda 1 желоб";"_Заготовка_";"350.0";"Avito";"Ключ Siemens m65 в Москве";"990.0";"690.0";"230.0";"54.0";"https://www.avito.ru/moskva/telefony/klyuch_siemens_m65_7423546706"
"Заготовка под ключ Honda 2 желоба";"_Заготовка_";"350.0";"Avito";"Ключ Siemens m65 в Москве";"990.0";"590.0";"147.5";"55.0";"https://www.avito.ru/moskva/telefony/klyuch_siemens_m65_7423546706"
"Заготовка под ключ Honda 2 желоба";"_Заготовка_";"350.0";"Avito";"Заклёпка для крепления Renault в Москве";"100.0";"-250.0";"-71.4";"54.0";"https://www.avito.ru/moskva/zapchasti_i_aksessuary/zaklepka_dlya_krepleniya_renault_7550962043"
"Заготовка под ключ Honda 2 желоба";"_Заготовка_";"350.0";"Avito";"Замок hama для продукции apple в Волгограде";"1500.0";"1150.0";"328.6";"54.0";"https://www.avito.ru/volgograd/telefony/zamok_hama_dlya_produktsii_apple_7579824622"
"Заготовка под ключ Honda 2 желоба";"_Заготовка_";"350.0";"Avito";"Заклёпка для крепления Renault в Москве";"100.0";"-250.0";"-71.4";"54.0";"https://www.avito.ru/moskva/zapchasti_i_aksessuary/zaklepka_dlya_krepleniya_renault_7550962043"
"Заготовка под ключ Honda 2 желоба";"_Заготовка_";"350.0";"Avito";"Ключ Siemens m65 в Москве";"990.0";"690.0";"230.0";"54.0";"https://www.avito.ru/moskva/telefony/klyuch_siemens_m65_7423546706"
"Заготовка под ключ Honda Goldwing";"_Заготовка_";"300.0";"Avito";"Ключ Siemens m65 в Москве";"990.0";"590.0";"147.5";"55.0";"https://www.avito.ru/moskva/telefony/klyuch_siemens_m65_7423546706"
"Заготовка под ключ Honda Goldwing";"_Заготовка_";"300.0";"Avito";"Заклёпка для крепления Renault в Москве";"100.0";"-250.0";"-71.4";"54.0";"https://www.avito.ru/moskva/zapchasti_i_aksessuary/zaklepka_dlya_krepleniya_renault_7550962043"
"Заготовка под ключ Honda Goldwing";"_Заготовка_";"300.0";"Avito";"Замок hama для продукции apple в Волгограде";"1500.0";"1150.0";"328.6";"54.0";"https://www.avito.ru/volgograd/telefony/zamok_hama_dlya_produktsii_apple_7579824622"
"Заготовка под ключ Honda Goldwing";"_Заготовка_";"300.0";"Avito";"Заклёпка для крепления Renault в Москве";"100.0";"-250.0";"-71.4";"54.0";"https://www.avito.ru/moskva/zapchasti_i_aksessuary/zaklepka_dlya_krepleniya_renault_7550962043"
"Заготовка под ключ Honda Goldwing";"_Заготовка_";"300.0";"Avito";"Ключ Siemens m65 в Москве";"990.0";"690.0";"230.0";"54.0";"https://www.avito.ru/moskva/telefony/klyuch_siemens_m65_7423546706"
"Заготовка под ключ Kawasaki";"_Заготовка_";"300.0";"Avito";"Ключ Siemens m65 в Москве";"990.0";"590.0";"147.5";"55.0";"https://www.avito.ru/moskva/telefony/klyuch_siemens_m65_7423546706"
"Заготовка под ключ Kawasaki";"_Заготовка_";"300.0";"Avito";"Заклёпка для крепления Renault в Москве";"100.0";"-250.0";"-71.4";"54.0";"https://www.avito.ru/moskva/zapchasti_i_aksessuary/zaklepka_dlya_krepleniya_renault_7550962043"
"Заготовка под ключ Kawasaki";"_Заготовка_";"300.0";"Avito";"Замок hama для продукции apple в Волгограде";"1500.0";"1150.0";"328.6";"54.0";"https://www.avito.ru/volgograd/telefony/zamok_hama_dlya_produktsii_apple_7579824622"
"Заготовка под ключ Kawasaki";"_Заготовка_";"300.0";"Avito";"Заклёпка для крепления Renault в Москве";"100.0";"-250.0";"-71.4";"54.0";"https://www.avito.ru/moskva/zapchasti_i_aksessuary/zaklepka_dlya_krepleniya_renault_7550962043"
"Заготовка под ключ Kawasaki";"_Заготовка_";"300.0";"Avito";"Ключ Siemens m65 в Москве";"990.0";"690.0";"230.0";"54.0";"https://www.avito.ru/moskva/telefony/klyuch_siemens_m65_7423546706"
"Заготовка под ключ Suzuki";"_Заготовка_";"400.0";"Avito";"Ключ Siemens m65 в Москве";"990.0";"590.0";"147.5";"55.0";"https://www.avito.ru/moskva/telefony/klyuch_siemens_m65_7423546706"
"Заготовка под ключ Suzuki";"_Заготовка_";"400.0";"Avito";"Заклёпка для крепления Renault в Москве";"100.0";"-250.0";"-71.4";"54.0";"https://www.avito.ru/moskva/zapchasti_i_aksessuary/zaklepka_dlya_krepleniya_renault_7550962043"
"Заготовка под ключ Suzuki";"_Заготовка_";"400.0";"Avito";"Замок hama для продукции apple в Волгограде";"1500.0";"1150.0";"328.6";"54.0";"https://www.avito.ru/volgograd/telefony/zamok_hama_dlya_produktsii_apple_7579824622"
"Заготовка под ключ Suzuki";"_Заготовка_";"400.0";"Avito";"Заклёпка для крепления Renault в Москве";"100.0";"-250.0";"-71.4";"54.0";"https://www.avito.ru/moskva/zapchasti_i_aksessuary/zaklepka_dlya_krepleniya_renault_7550962043"
"Заготовка под ключ Suzuki";"_Заготовка_";"400.0";"Avito";"Ключ Siemens m65 в Москве";"990.0";"690.0";"230.0";"54.0";"https://www.avito.ru/moskva/telefony/klyuch_siemens_m65_7423546706"
"Заготовка под ключ Yamaha";"_Заготовка_";"300.0";"Avito";"Ключ Siemens m65 в Москве";"990.0";"590.0";"147.5";"55.0";"https://www.avito.ru/moskva/telefony/klyuch_siemens_m65_7423546706"
"Заготовка под ключ Yamaha";"_Заготовка_";"300.0";"Avito";"Заклёпка для крепления Renault в Москве";"100.0";"-250.0";"-71.4";"54.0";"https://www.avito.ru/moskva/zapchasti_i_aksessuary/zaklepka_dlya_krepleniya_renault_7550962043"
"Заготовка под ключ Yamaha";"_Заготовка_";"300.0";"Avito";"Замок hama для продукции apple в Волгограде";"1500.0";"1150.0";"328.6";"54.0";"https://www.avito.ru/volgograd/telefony/zamok_hama_dlya_produktsii_apple_7579824622"
"Заготовка под ключ Yamaha";"_Заготовка_";"300.0";"Avito";"Заклёпка для крепления Renault в Москве";"100.0";"-250.0";"-71.4";"54.0";"https://www.avito.ru/moskva/zapchasti_i_aksessuary/zaklepka_dlya_krepleniya_renault_7550962043"
"Заготовка под ключ Yamaha";"_Заготовка_";"300.0";"Avito";"Ключ Siemens m65 в Москве";"990.0";"690.0";"230.0";"54.0";"https://www.avito.ru/moskva/telefony/klyuch_siemens_m65_7423546706"
"Замок цепи под защелку 530HV";"_Замок_цепи";"350.0";"Avito";"Замок hama для продукции apple в Волгограде";"1500.0";"1150.0";"328.6";"58.0";"https://www.avito.ru/volgograd/telefony/zamok_hama_dlya_produktsii_apple_7579824622"
"Замок цепи под защелку 530HV";"_Замок_цепи";"350.0";"Avito";"Замок для электрощита в Перми";"150.0";"-200.0";"-57.1";"57.0";"https://www.avito.ru/perm/remont_i_stroitelstvo/zamok_dlya_elektroschita_4098284209"
"Замок цепи под защелку 530HV";"_Замок_цепи";"350.0";"Avito";"Заклепка распорная в Уфе";"39.0";"-311.0";"-88.9";"54.0";"https://www.avito.ru/ufa/zapchasti_i_aksessuary/zaklepka_raspornaya_3947772513"
"Звезда передняя Bajaj 484-15T";"484-15T_Звезда_пер";"550.0";"Avito";"Заклёпка разрезная AL/AL 4,0x21 в Москве";"5000.0";"4450.0";"809.1";"57.0";"https://www.avito.ru/moskva/remont_i_stroitelstvo/zaklepka_razreznaya_alal_40x21_3615619577"
"Знак качества HEL (Белый)";"_Знак_качес";"100.0";"Avito";"Заклепка, распорная в Москве";"40.0";"-10.0";"-20.0";"59.0";"https://www.avito.ru/moskva/zapchasti_i_aksessuary/zaklepka_raspornaya_4639705211"
"Знак качества HEL (Белый)";"_Знак_качес";"100.0";"Avito";"Заклепка распорная в Орске";"39.0";"-11.0";"-22.0";"57.0";"https://www.avito.ru/orsk/zapchasti_i_aksessuary/zaklepka_raspornaya_3745020161"
"Знак качества HEL (Белый)";"_Знак_качес";"100.0";"Avito";"Заклепка металлическая в Магнитогорске";"74.0";"24.0";"48.0";"57.0";"https://www.avito.ru/magnitogorsk/zapchasti_i_aksessuary/zaklepka_metallicheskaya_3795700792"
"Знак качества HEL (Белый)";"_Знак_качес";"100.0";"Avito";"Заклепка металлическая в Перми";"74.0";"-26.0";"-26.0";"56.0";"https://www.avito.ru/perm/zapchasti_i_aksessuary/zaklepka_metallicheskaya_3780253349"
"Знак качества HEL (Белый)";"_Знак_качес";"100.0";"Avito";"Заклепка металлическая в Челябинске";"74.0";"-26.0";"-26.0";"56.0";"https://www.avito.ru/chelyabinsk/zapchasti_i_aksessuary/zaklepka_metallicheskaya_3718668117"
"Знак качества HEL (Белый)";"_Знак_качес";"100.0";"Avito";"Заклепка металлическая в Омске";"74.0";"-26.0";"-26.0";"56.0";"https://www.avito.ru/omsk/zapchasti_i_aksessuary/zaklepka_metallicheskaya_3696799477"
"Знак качества HEL (Белый)";"_Знак_качес";"100.0";"Avito";"Замок электромагнитный TS-ML300-RU1 (коричневый) в Москве";"2990.0";"2940.0";"5880.0";"56.0";"https://www.avito.ru/moskva/bytovaya_tehnika/zamok_elektromagnitnyy_ts-ml300-ru1_korichnevyy_7612127057"
"Знак качества HEL (Белый)";"_Знак_качес";"100.0";"Avito";"Заклепка распорная в Уфе";"39.0";"-11.0";"-22.0";"56.0";"https://www.avito.ru/ufa/zapchasti_i_aksessuary/zaklepka_raspornaya_3947772513"
"Знак качества HEL (Белый)";"_Знак_качес";"100.0";"Avito";"Заклепка, распорная в Москве";"40.0";"-10.0";"-20.0";"55.0";"https://www.avito.ru/moskva/zapchasti_i_aksessuary/zaklepka_raspornaya_4639705211"
"Знак качества HEL (Белый)";"_Знак_качес";"100.0";"Avito";"Заклепка металлическая в Перми";"74.0";"24.0";"48.0";"55.0";"https://www.avito.ru/perm/zapchasti_i_aksessuary/zaklepka_metallicheskaya_3780253349"
"Знак качества HEL (Белый)";"_Знак_качес";"100.0";"Avito";"Заклепка металлическая в Омске";"74.0";"24.0";"48.0";"55.0";"https://www.avito.ru/omsk/zapchasti_i_aksessuary/zaklepka_metallicheskaya_3696799477"
"Знак качества HEL (Белый)";"_Знак_качес";"100.0";"Avito";"Заклепка распорная в Оренбурге";"39.0";"-11.0";"-22.0";"55.0";"https://www.avito.ru/orenburg/zapchasti_i_aksessuary/zaklepka_raspornaya_3844007687"
"Знак качества HEL (Белый)";"_Знак_качес";"100.0";"Avito";"Заклепка распорная в Уфе";"39.0";"-61.0";"-61.0";"55.0";"https://www.avito.ru/ufa/zapchasti_i_aksessuary/zaklepka_raspornaya_3947772513"
"Знак качества HEL (Белый)";"_Знак_качес";"100.0";"Avito";"Заклепка металлическая в Волгограде";"74.0";"24.0";"48.0";"55.0";"https://www.avito.ru/volgograd/zapchasti_i_aksessuary/zaklepka_metallicheskaya_3008525787"
"Знак качества HEL (Белый)";"_Знак_качес";"100.0";"Avito";"Заклёпка для крепления Renault в Москве";"100.0";"0.0";"0.0";"54.0";"https://www.avito.ru/moskva/zapchasti_i_aksessuary/zaklepka_dlya_krepleniya_renault_7550962043"
"Знак качества HEL (Белый)";"_Знак_качес";"100.0";"Avito";"Заклепка распорная в Оренбурге";"39.0";"-61.0";"-61.0";"54.0";"https://www.avito.ru/orenburg/zapchasti_i_aksessuary/zaklepka_raspornaya_3844007687"
"Знак качества HEL (Белый)";"_Знак_качес";"100.0";"Avito";"Заклепка металлическая в Магнитогорске";"74.0";"24.0";"48.0";"54.0";"https://www.avito.ru/magnitogorsk/zapchasti_i_aksessuary/zaklepka_metallicheskaya_3795700792"
"Знак качества HEL (Белый)";"_Знак_качес";"100.0";"Avito";"Заклепка металлическая в Перми";"74.0";"24.0";"48.0";"54.0";"https://www.avito.ru/perm/zapchasti_i_aksessuary/zaklepka_metallicheskaya_3780253349"
"Знак качества HEL (Белый)";"_Знак_качес";"100.0";"Avito";"Заклепка металлическая в Челябинске";"74.0";"24.0";"48.0";"54.0";"https://www.avito.ru/chelyabinsk/zapchasti_i_aksessuary/zaklepka_metallicheskaya_3718668117"
"Знак качества HEL (Белый)";"_Знак_качес";"100.0";"Avito";"Заклепка металлическая в Омске";"74.0";"24.0";"48.0";"54.0";"https://www.avito.ru/omsk/zapchasti_i_aksessuary/zaklepka_metallicheskaya_3696799477"
"Знак качества HEL (Белый)";"_Знак_качес";"100.0";"Avito";"Заклепка распорная в Орске";"39.0";"-11.0";"-22.0";"54.0";"https://www.avito.ru/orsk/zapchasti_i_aksessuary/zaklepka_raspornaya_3745020161"
"Знак качества HEL (Белый)";"_Знак_качес";"100.0";"Avito";"Замок кодовый круглый / Замок навесной металлическ в Москве";"332.0";"282.0";"564.0";"54.0";"https://www.avito.ru/moskva/bytovaya_tehnika/zamok_kodovyy_kruglyy_zamok_navesnoy_metallichesk_4566564603"
"Знак качества HEL (Белый)";"_Знак_качес";"100.0";"Avito";"Замок электромагнитный TS-ML300-RU1 (черный) в Москве";"2990.0";"2940.0";"5880.0";"54.0";"https://www.avito.ru/moskva/bytovaya_tehnika/zamok_elektromagnitnyy_ts-ml300-ru1_chernyy_7612695568"
"Знак качества HEL (Таг Желтый)";"_Знак_качес";"50.0";"Avito";"Заклепка, распорная в Москве";"40.0";"-10.0";"-20.0";"59.0";"https://www.avito.ru/moskva/zapchasti_i_aksessuary/zaklepka_raspornaya_4639705211"
"Знак качества HEL (Таг Желтый)";"_Знак_качес";"50.0";"Avito";"Заклепка распорная в Орске";"39.0";"-11.0";"-22.0";"57.0";"https://www.avito.ru/orsk/zapchasti_i_aksessuary/zaklepka_raspornaya_3745020161"
"Знак качества HEL (Таг Желтый)";"_Знак_качес";"50.0";"Avito";"Заклепка металлическая в Магнитогорске";"74.0";"24.0";"48.0";"57.0";"https://www.avito.ru/magnitogorsk/zapchasti_i_aksessuary/zaklepka_metallicheskaya_3795700792"
"Знак качества HEL (Таг Желтый)";"_Знак_качес";"50.0";"Avito";"Заклепка металлическая в Перми";"74.0";"-26.0";"-26.0";"56.0";"https://www.avito.ru/perm/zapchasti_i_aksessuary/zaklepka_metallicheskaya_3780253349"
"Знак качества HEL (Таг Желтый)";"_Знак_качес";"50.0";"Avito";"Заклепка металлическая в Челябинске";"74.0";"-26.0";"-26.0";"56.0";"https://www.avito.ru/chelyabinsk/zapchasti_i_aksessuary/zaklepka_metallicheskaya_3718668117"
"Знак качества HEL (Таг Желтый)";"_Знак_качес";"50.0";"Avito";"Заклепка металлическая в Омске";"74.0";"-26.0";"-26.0";"56.0";"https://www.avito.ru/omsk/zapchasti_i_aksessuary/zaklepka_metallicheskaya_3696799477"
"Знак качества HEL (Таг Желтый)";"_Знак_качес";"50.0";"Avito";"Замок электромагнитный TS-ML300-RU1 (коричневый) в Москве";"2990.0";"2940.0";"5880.0";"56.0";"https://www.avito.ru/moskva/bytovaya_tehnika/zamok_elektromagnitnyy_ts-ml300-ru1_korichnevyy_7612127057"
"Знак качества HEL (Таг Желтый)";"_Знак_качес";"50.0";"Avito";"Заклепка распорная в Уфе";"39.0";"-11.0";"-22.0";"56.0";"https://www.avito.ru/ufa/zapchasti_i_aksessuary/zaklepka_raspornaya_3947772513"
"Знак качества HEL (Таг Желтый)";"_Знак_качес";"50.0";"Avito";"Заклепка, распорная в Москве";"40.0";"-10.0";"-20.0";"55.0";"https://www.avito.ru/moskva/zapchasti_i_aksessuary/zaklepka_raspornaya_4639705211"
"Знак качества HEL (Таг Желтый)";"_Знак_качес";"50.0";"Avito";"Заклепка металлическая в Перми";"74.0";"24.0";"48.0";"55.0";"https://www.avito.ru/perm/zapchasti_i_aksessuary/zaklepka_metallicheskaya_3780253349"
"Знак качества HEL (Таг Желтый)";"_Знак_качес";"50.0";"Avito";"Заклепка металлическая в Омске";"74.0";"24.0";"48.0";"55.0";"https://www.avito.ru/omsk/zapchasti_i_aksessuary/zaklepka_metallicheskaya_3696799477"
"Знак качества HEL (Таг Желтый)";"_Знак_качес";"50.0";"Avito";"Заклепка распорная в Оренбурге";"39.0";"-11.0";"-22.0";"55.0";"https://www.avito.ru/orenburg/zapchasti_i_aksessuary/zaklepka_raspornaya_3844007687"
"Знак качества HEL (Таг Желтый)";"_Знак_качес";"50.0";"Avito";"Заклепка распорная в Уфе";"39.0";"-61.0";"-61.0";"55.0";"https://www.avito.ru/ufa/zapchasti_i_aksessuary/zaklepka_raspornaya_3947772513"
"Знак качества HEL (Таг Желтый)";"_Знак_качес";"50.0";"Avito";"Заклепка металлическая в Волгограде";"74.0";"24.0";"48.0";"55.0";"https://www.avito.ru/volgograd/zapchasti_i_aksessuary/zaklepka_metallicheskaya_3008525787"
"Знак качества HEL (Таг Желтый)";"_Знак_качес";"50.0";"Avito";"Заклёпка для крепления Renault в Москве";"100.0";"0.0";"0.0";"54.0";"https://www.avito.ru/moskva/zapchasti_i_aksessuary/zaklepka_dlya_krepleniya_renault_7550962043"
"Знак качества HEL (Таг Желтый)";"_Знак_качес";"50.0";"Avito";"Заклепка распорная в Оренбурге";"39.0";"-61.0";"-61.0";"54.0";"https://www.avito.ru/orenburg/zapchasti_i_aksessuary/zaklepka_raspornaya_3844007687"
"Знак качества HEL (Таг Желтый)";"_Знак_качес";"50.0";"Avito";"Заклепка металлическая в Магнитогорске";"74.0";"24.0";"48.0";"54.0";"https://www.avito.ru/magnitogorsk/zapchasti_i_aksessuary/zaklepka_metallicheskaya_3795700792"
"Знак качества HEL (Таг Желтый)";"_Знак_качес";"50.0";"Avito";"Заклепка металлическая в Перми";"74.0";"24.0";"48.0";"54.0";"https://www.avito.ru/perm/zapchasti_i_aksessuary/zaklepka_metallicheskaya_3780253349"
"Знак качества HEL (Таг Желтый)";"_Знак_качес";"50.0";"Avito";"Заклепка металлическая в Челябинске";"74.0";"24.0";"48.0";"54.0";"https://www.avito.ru/chelyabinsk/zapchasti_i_aksessuary/zaklepka_metallicheskaya_3718668117"
"Знак качества HEL (Таг Желтый)";"_Знак_качес";"50.0";"Avito";"Заклепка металлическая в Омске";"74.0";"24.0";"48.0";"54.0";"https://www.avito.ru/omsk/zapchasti_i_aksessuary/zaklepka_metallicheskaya_3696799477"
